,title,country,genre,original title,rating,ratingcount,url,year,cluster
546,Walter and Carlo - Up on Daddys Hat (1985),Denmark,Comedy,Walter og Carlo - op på fars hat,"5,4",881.0,https://www.imdb.com/title/tt0090288/,1985.0,4
547,Raw Target (1995),Turkey,"Action, Thriller",,"5,4",83.0,https://www.imdb.com/title/tt0114238/,1995.0,0
548,Roberto Carlos e o Diamante Cor-de-Rosa (1968),Brazil,"Adventure, Musical",,"5,4",166.0,https://www.imdb.com/title/tt0254738/,1968.0,4
549,Witness in the War Zone (1987),Israel,"Action, Drama, Mystery",Deadline,"5,4",519.0,https://www.imdb.com/title/tt0092844/,1987.0,4
550,Pickpockets (2018),Netherlands,"Crime, Drama",Pickpockets: Maestros del robo,"5,4",1225.0,https://www.imdb.com/title/tt7527694/,2018.0,4
551,Face 'Caché' (2006),France,"Documentary, Short",,"5,3",12.0,https://www.imdb.com/title/tt1353166/,2006.0,4
552,Picture Mommy Dead (1966),Italy,"Horror, Thriller",,"5,3",671.0,https://www.imdb.com/title/tt0060831/,1966.0,4
553,Monkey's Playtime (1978),Czechoslovakia,"Comedy, Fantasy",Hop - a je tu lidoop,"5,3",82.0,https://www.imdb.com/title/tt0138498/,1978.0,4
554,A Real Young Girl (1976),France,Drama,Une vraie jeune fille,"5,3",3907.0,https://www.imdb.com/title/tt0135024/,1976.0,4
555,A Royal Affair (1949),France,Comedy,Le roi,"5,3",22.0,https://www.imdb.com/title/tt0042903/,1949.0,4
556,Fire of Love (1968),"Egypt, Lebanon, Jordan","Crime, Mystery, Romance",Nar Al-Hob,"5,3",27.0,https://www.imdb.com/title/tt4173888/,1968.0,3
557,The Most Assassinated Woman in the World (2018),Germany,"Biography, Drama, Mystery",La femme la plus assassinée du monde,"5,3",1116.0,https://www.imdb.com/title/tt6186696/,2018.0,4
558,Farewell Illusions (1985),Norway,Drama,Adjø solidaritet,"5,3",181.0,https://www.imdb.com/title/tt0155476/,1985.0,2
559,"Up, Down and Sideways (1992)",Greece,Comedy,"Pano, kato kai plagios","5,3",219.0,https://www.imdb.com/title/tt0107772/,1992.0,1
560,Mama Fairy and the Woodcutter (2018),South Korea,"Comedy, Fantasy, Romance",Gyeryongsunnyeojeon,"5,3",145.0,https://www.imdb.com/title/tt8523030/,2018.0,2
561,The Vanished Murderer (2015),Hong Kong,"Crime, Thriller",Xiao shi de xiong shou,"5,2",328.0,https://www.imdb.com/title/tt5190950/,2015.0,4
562,"Athena, Secret Agency - The Movie (2011)",South Korea,"Action, Drama, Romance",Athena: Goddess of War - The Movie,"5,2",76.0,https://www.imdb.com/title/tt4259364/,2011.0,2
563,Mommy Is Coming (2012),Germany,"Comedy, Romance",,"5,2",107.0,https://www.imdb.com/title/tt2170509/,2012.0,3
564,Sexy Dancing (2000),France,Romance,Elle ou lui,"5,2",54.0,https://www.imdb.com/title/tt0367699/,2000.0,4
565,A Royal Affair (2013),Germany,"Comedy, Romance",Herztöne,"5,2",136.0,https://www.imdb.com/title/tt2670328/,2013.0,5
566,Romasanta (2004),Spain,"Drama, Horror",,"5,2",3559.0,https://www.imdb.com/title/tt0374180/,2004.0,4
567,Fuera de la ley (1998),Mexico,"Crime, Drama, Horror",,"5,2",10.0,https://www.imdb.com/title/tt0157676/,1998.0,2
568,Frank & Fearless (2018),South Africa,Comedy,,"5,2",41.0,https://www.imdb.com/title/tt10112464/,2018.0,4
569,O kalyteros mou filos (2001),Greece,Comedy,,"5,2",1066.0,https://www.imdb.com/title/tt0279895/,2001.0,0
570,Ainsi soient-elles (1995),France,Comedy,,"5,2",113.0,https://www.imdb.com/title/tt0112310/,1995.0,3
571,Dziewczyny z Dubaju (2021),Poland,Drama,,"5,2",1621.0,https://www.imdb.com/title/tt11871074/,2021.0,5
572,The Army Game (1960),France,Comedy,Tire-au-flanc 62,"5,1",194.0,https://www.imdb.com/title/tt0167460/,1960.0,4
573,Paranormal Activity 2: Tokyo Night (2010),Japan,"Horror, Mystery",Paranômaru akutibiti: Dai-2-shô - Tokyo Night,"5,1",5038.0,https://www.imdb.com/title/tt1728179/,2010.0,5
574,Breathless (2012),Japan,"Comedy, Thriller",,"5,1",1580.0,https://www.imdb.com/title/tt2005164/,2012.0,0
575,The Assassin's Code (2018),Turkey,"Crime, Thriller",,"5,1",1270.0,https://www.imdb.com/title/tt6170804/,2018.0,4
576,Attack on Titan Part 1 (2015),Japan,"Action, Adventure, Drama",Shingeki no kyojin,"5,1",14279.0,https://www.imdb.com/title/tt2072230/,2015.0,4
577,The Happening (1967),Sweden,Comedy,,"5,1",786.0,https://www.imdb.com/title/tt0061748/,1967.0,5
578,The Southside Pickpocket (2013),Iran,"Crime, Drama",JIb bor khiyaban jonobi,"5,1",152.0,https://www.imdb.com/title/tt3399118/,2013.0,4
579,"Female, Male, Gay, Lesbian (2013)",Philippines,Comedy,"Girl, boy, bakla, tomboy","5,1",332.0,https://www.imdb.com/title/tt2996804/,2013.0,4
580,A Witch's Way of Love (1997),France,"Adventure, Comedy, Fantasy",Un amour de sorcière,"5,1",1527.0,https://www.imdb.com/title/tt0120404/,1997.0,4
581,Famous Love Affairs (1961),France,"Comedy, History, Romance",Amours célèbres,"5,1",252.0,https://www.imdb.com/title/tt0054516/,1961.0,2
582,Young Mother (2013),South Korea,"Drama, Romance",Jeolmeun eomma,5,345.0,https://www.imdb.com/title/tt7315746/,2013.0,4
583,Monzon Case: Second Trial (1996),Argentina,"Drama, Crime, Mystery","Carlos Monzón, el segundo juicio",5,62.0,https://www.imdb.com/title/tt0112632/,1996.0,4
584,The Rise of a Tomboy (2016),China,Romance,,5,171.0,https://www.imdb.com/title/tt4903518/,2016.0,3
585,Fearless Hyena 2 (1983),Hong Kong,"Action, Drama",Long teng hu yue,5,1722.0,https://www.imdb.com/title/tt0085864/,1983.0,4
586,Dragon Inn Part 1: The City of Sadness (2020),South Korea,Action,,5,5.0,https://www.imdb.com/title/tt18950006/,2020.0,4
587,Pickpockets Don't Go to Heaven (1992),Iran,"Comedy, Drama",Jib-Borha Be Behesht Nemiravand,5,229.0,https://www.imdb.com/title/tt0107268/,1992.0,3
588,Brothers by Blood (2020),France,"Action, Crime, Drama",The Sound of Philadelphia,5,2230.0,https://www.imdb.com/title/tt8368294/,2020.0,1
589,Powerpuff Girls Z (2006),Japan,"Animation, Action, Adventure",Demashita! Powerpuff Girls Z,5,583.0,https://www.imdb.com/title/tt0989771/,2006.0,4
590,Mrs. Miracle Animals: An Squirrel's Princess Bride (2017),Japan,"Animation, Comedy, Fantasy",Elf Pets: A Fox Cub&apos;s Christmas Tale,"4,9",103.0,https://www.imdb.com/title/tt10485928/,2017.0,4
591,Bidding Farewell (2007),Turkey,"Drama, Family, Romance",Elveda Derken,"4,9",238.0,https://www.imdb.com/title/tt0991290/,2007.0,0
592,Young Lucrezia (1974),Italy,"Biography, Drama",Lucrezia giovane,"4,9",156.0,https://www.imdb.com/title/tt0071783/,1974.0,3
593,Elle cause plus... Elle flingue (1972),France,Comedy,,"4,9",256.0,https://www.imdb.com/title/tt0068535/,1972.0,4
594,"So Young, So Lovely, So Vicious... (1975)",Italy,"Drama, Mystery, Thriller",Peccati di gioventù,"4,9",391.0,https://www.imdb.com/title/tt0131526/,1975.0,4
595,Lady Chatterley in Tokyo (1977),Japan,Drama,Tokyo Chatterly fujin,"4,9",38.0,https://www.imdb.com/title/tt0192224/,1977.0,5
596,"Casanova, Last Love (2019)",Belgium,"Drama, History, Romance",Dernier amour,"4,9",554.0,https://www.imdb.com/title/tt9105628/,2019.0,5
597,Paratiisin lapset (1994),Finland,Drama,,"4,9",54.0,https://www.imdb.com/title/tt0110775/,1994.0,4
598,Rånarna (2003),Sweden,"Action, Crime, Thriller",,"4,9",1708.0,https://www.imdb.com/title/tt0353962/,2003.0,4
599,Local Kid (2003),France,Drama,L&apos;enfant du pays,"4,9",68.0,https://www.imdb.com/title/tt0329045/,2003.0,2
600,Dabangg 2 (2012),India,"Action, Comedy, Crime",,"4,8",18907.0,https://www.imdb.com/title/tt2112131/,2012.0,1
601,Beware of the Midwife (2021),Canada,Thriller,,"4,8",68.0,https://www.imdb.com/title/tt14362050/,2021.0,4
602,Scoot & Kassie's Christmas Adventure (2013),Germany,Family,K-9 Adventures: A Christmas Tale,"4,8",393.0,https://www.imdb.com/title/tt2406468/,2013.0,4
603,Je déteste les enfants des autres (2007),France,Comedy,,"4,8",171.0,https://www.imdb.com/title/tt0852970/,2007.0,4
604,The Celebrated Gisaeng (2014),South Korea,Drama,Myeong-gi,"4,8",10.0,https://www.imdb.com/title/tt8674092/,2014.0,4
605,Warning from Space (1956),Japan,"Drama, Sci-Fi",Uchûjin Tôkyô ni arawaru,"4,7",1155.0,https://www.imdb.com/title/tt0049900/,1956.0,4
606,Tomboy (1985),West Germany,Comedy,,"4,7",1627.0,https://www.imdb.com/title/tt0090184/,1985.0,4
607,Manden der ville være skyldig (1990),Denmark,"Drama, Sci-Fi",,"4,7",66.0,https://www.imdb.com/title/tt0100106/,1990.0,4
608,Hatched (2013),China,Animation,Farm House 81,"4,6",56.0,https://www.imdb.com/title/tt3505298/,2013.0,5
609,Take-Away Romance (2014),France,"Comedy, Romance",Amour sur place ou à emporter,"4,6",360.0,https://www.imdb.com/title/tt3144600/,2014.0,4
610,Ernest Goes to School (1994),Canada,"Comedy, Family, Sport",,"4,6",2734.0,https://www.imdb.com/title/tt0109739/,1994.0,4
611,Young Mother 2 (2014),South Korea,Drama,Jeolmeun eomma 2,"4,6",233.0,https://www.imdb.com/title/tt7652302/,2014.0,4
612,A Heartbeat Away (2011),Australia,"Comedy, Musical",,"4,6",291.0,https://www.imdb.com/title/tt1612793/,2011.0,5
613,Teen Titans Go! See Space Jam (2021),Brazil,"Animation, Action, Adventure",,"4,5",1133.0,https://www.imdb.com/title/tt14851194/,2021.0,4
614,My Worst Best Friend (2015),Germany,Comedy,Meine allerschlimmste Freundin,"4,5",40.0,https://www.imdb.com/title/tt3534346/,2015.0,4
615,"7 mujeres, 1 homosexual y Carlos (2004)",Mexico,"Comedy, Drama, Romance",,"4,5",189.0,https://www.imdb.com/title/tt0395429/,2004.0,0
616,Death of a Prophet (1981),France,"Drama, History",,"4,4",263.0,https://www.imdb.com/title/tt0179757/,1981.0,4
617,"Walter and Carlo, Part II, Yes, It's Daddy (1986)",Denmark,Comedy,"Walter og Carlo - yes, det er far","4,4",482.0,https://www.imdb.com/title/tt0125589/,1986.0,3
618,Génération oxygène (1991),France,Comedy,,"4,4",9.0,https://www.imdb.com/title/tt0304117/,1991.0,0
619,The Grand Grandmaster (2020),Hong Kong,"Action, Drama",,"4,4",244.0,https://www.imdb.com/title/tt11536476/,2020.0,4
620,Lady Chatterley Story (1989),Italy,Drama,La storia di Lady Chatterley,"4,3",154.0,https://www.imdb.com/title/tt0097704/,1989.0,3
621,Ernest Goes to Africa (1997),Australia,"Comedy, Family",,"4,3",2196.0,https://www.imdb.com/title/tt0119068/,1997.0,4
622,Hot Chocolate (1992),France,"Comedy, Romance",Amour et chocolat,"4,3",207.0,https://www.imdb.com/title/tt0104444/,1992.0,4
623,Priceless Beauty (1988),Italy,"Drama, Fantasy, Romance",Love Dream,"4,3",337.0,https://www.imdb.com/title/tt0098122/,1988.0,0
624,Un amour de fantôme (2007),Belgium,"Comedy, Romance",,"4,3",20.0,https://www.imdb.com/title/tt0875033/,2007.0,4
625,Medium Raw: Night of the Wolf (2010),Canada,"Fantasy, Thriller",,"4,3",779.0,https://www.imdb.com/title/tt0886515/,2010.0,4
626,My Best Friend's Wedding (2019),Mexico,Comedy,La boda de mi mejor amigo,"4,3",600.0,https://www.imdb.com/title/tt8220332/,2019.0,3
627,Shola: Fire of Love (2004),India,"Action, Crime, Drama",,"4,3",11.0,https://www.imdb.com/title/tt1594974/,2004.0,0
628,Talaash: The Hunt Begins... (2003),India,"Action, Crime, Drama",,"4,3",1527.0,https://www.imdb.com/title/tt0338477/,2003.0,4
629,Lady Chatterley's Passions 2: Julie's Secret (1995),Italy,"Drama, Romance",Un viaggio meraviglioso,"4,2",65.0,https://www.imdb.com/title/tt0113593/,1995.0,4
630,Outside the Law (2002),Portugal,Action,,"4,2",456.0,https://www.imdb.com/title/tt0290014/,2002.0,4
631,Love in Exile (2005),Turkey,Drama,Aska Sürgün,"4,2",372.0,https://www.imdb.com/title/tt0452712/,2005.0,1
632,3-D Sex and Zen: Extreme Ecstasy (2011),Hong Kong,"Comedy, Drama",3D Yuk po tuen: Gik lok bo gam,"4,2",2779.0,https://www.imdb.com/title/tt1365048/,2011.0,1
633,Lemon Tree Passage (2014),Australia,"Horror, Mystery, Thriller",,4,4072.0,https://www.imdb.com/title/tt2396436/,2014.0,0
634,Shadow Master (2022),Malaysia,Action,,4,361.0,https://www.imdb.com/title/tt19879786/,2022.0,4
635,Elles ne pensent qu'à ça... (1994),France,Comedy,,4,80.0,https://www.imdb.com/title/tt0109722/,1994.0,1
636,La petite Aurore l'enfant martyre (1952),Canada,"Biography, Drama",,4,307.0,https://www.imdb.com/title/tt0045027/,1952.0,4
637,The Hunt (2021),India,"Action, Thriller",,"3,9",57.0,https://www.imdb.com/title/tt14603402/,2021.0,0
638,Raw: The Curse of Grete Müller (2013),Austria,Horror,Der Fluch der Grete Müller,"3,7",98.0,https://www.imdb.com/title/tt2861518/,2013.0,4
639,Deathstalker IV: Match of Titans (1991),Japan,"Action, Adventure, Fantasy",,"3,7",985.0,https://www.imdb.com/title/tt0099388/,1991.0,3
640,L'enfant de l'amour (1930),France,Drama,,"3,7",17.0,https://www.imdb.com/title/tt0207453/,1930.0,4
641,Starship Troopers 2: Hero of the Federation (2004),Hungary,"Action, Adventure, Horror",,"3,6",23528.0,https://www.imdb.com/title/tt0367093/,2004.0,4
642,Operation Kid Brother (1967),Italy,"Action, Comedy, Thriller",OK Connery,"3,5",1450.0,https://www.imdb.com/title/tt0062078/,1967.0,4
643,Benidorm mon amour (2016),Spain,Comedy,,"3,4",41.0,https://www.imdb.com/title/tt4741466/,2016.0,4
644,Walter & Carlo i Amerika (1989),Denmark,Comedy,,"3,3",526.0,https://www.imdb.com/title/tt0098616/,1989.0,4
645,Fearless Tiger (1991),Germany,"Action, Drama",,"3,3",271.0,https://www.imdb.com/title/tt0141006/,1991.0,1
646,Shadow Wolves (2019),Netherlands,"Action, Adventure, Thriller",,"3,3",450.0,https://www.imdb.com/title/tt8031130/,2019.0,4
647,Aku Bukan Tomboy (2011),Malaysia,"Comedy, Drama, Romance",,"3,3",55.0,https://www.imdb.com/title/tt2127251/,2011.0,2
648,Tokyo Species (2012),Japan,Horror,,"3,2",128.0,https://www.imdb.com/title/tt2435148/,2012.0,4
649,The Lost Girls (2022),Canada,"Drama, Fantasy",,"2,9",498.0,https://www.imdb.com/title/tt1023464/,2022.0,4
650,The Secret of Carlos Castaneda (2018),Lithuania,"Documentary, Biography",,"2,7",12.0,https://www.imdb.com/title/tt9890430/,2018.0,1
651,A Fairy Tale Christmas (2005),Canada,"Animation, Adventure, Comedy",,"2,4",253.0,https://www.imdb.com/title/tt0491718/,2005.0,4
652,Titanic: The Legend Goes On... (2000),Italy,"Animation, Family, Fantasy",Titanic - La leggenda continua,"1,5",9314.0,https://www.imdb.com/title/tt0330994/,2000.0,4
653,Caché trouvé: prévention de l'échec scolaire en maternelle (2001),France,Documentary,,,,https://www.imdb.com/title/tt14817468/,2001.0,4
654,In the Name of Love (2014),Singapore,"Drama, Romance",,,,https://www.imdb.com/title/tt12194876/,2014.0,3
655,"Oxygen In, Calories Out (1991)",Canada,Sport,,,,https://www.imdb.com/title/tt7293874/,1991.0,4
656,The Most Beautiful Things Are Yet to Come (2014),Netherlands,Documentary,,,,https://www.imdb.com/title/tt5856398/,2014.0,1
657,Red Door and Lemon Tree,"Canada, Greece","Adventure, Comedy, Fantasy",,,,https://www.imdb.com/title/tt8674712/,,0
658,Intimate Strangers (1981),Australia,Drama,,,,https://www.imdb.com/title/tt0378108/,1981.0,4
659,Anis Don Demina - Naken (feat. Timbuktu) (2020),Sweden,Animation,,,,https://www.imdb.com/title/tt12387238/,2020.0,3
660,I Am the Man from Timbuktu (2010),Australia,"Documentary, Short, Drama",,,,https://www.imdb.com/title/tt1599311/,2010.0,4
661,Athena Skates (2020),Austria,"Documentary, Short, Sport",,,,https://www.imdb.com/title/tt12257612/,2020.0,5
662,I'm in the Mood for Love (2021),Germany,"Short, Thriller",,,,https://www.imdb.com/title/tt15432618/,2021.0,4
663,Boo's Ups and Downs (1963),Sweden,"Documentary, Short, Drama",,,,https://www.imdb.com/title/tt21048606/,1963.0,5
664,"Paradise Now, Apocalypse Later (2013)",Portugal,"Documentary, Short",,,,https://www.imdb.com/title/tt3454800/,2013.0,4
665,The Girl Who Didn't Know What to Do (2021),Israel,"Documentary, Short",,,,https://www.imdb.com/title/tt15144522/,2021.0,2
666,As the Fires Rage (2008),"United Kingdom, Greece","Documentary, Short",,,,https://www.imdb.com/title/tt3504378/,2008.0,4
667,Just the Two of Us (2015),Czech Republic,"Documentary, Short, Romance",,,,https://www.imdb.com/title/tt5105286/,2015.0,3
668,Hamedullah: The Road Home (2012),"United Kingdom, Afghanistan","Documentary, Short, Biography",,,,https://www.imdb.com/title/tt2142777/,2012.0,5
669,On the War on Drugs (2016),"Spain, Lebanon, Lithuania, Switzerland","Documentary, Short",,,,https://www.imdb.com/title/tt7369934/,2016.0,4
670,The Vanishing People of Little Andaman (1998),India,"Documentary, Short",,,,https://www.imdb.com/title/tt0467117/,1998.0,4
671,The Little Black Book: The Benning Family (2012),Australia,"Documentary, Short, Music",,,,https://www.imdb.com/title/tt2491094/,2012.0,1
672,Summer Hours (2017),Taiwan,Family,,,,https://www.imdb.com/title/tt7044758/,2017.0,4
673,Breathless (2006),Australia,"Documentary, Short",,,,https://www.imdb.com/title/tt2022346/,2006.0,4
674,Tomboy (2004),Australia,"Documentary, Short",,,,https://www.imdb.com/title/tt0423387/,2004.0,4
675,Priceless (2016),France,"Short, Thriller",,,,https://www.imdb.com/title/tt6011268/,2016.0,4
676,A Surprise Wedding: 7 years of struggle After the Tohoku Earthquake and Tsunami (2018),Japan,"Documentary, Short",,,,https://www.imdb.com/title/tt8575356/,2018.0,4
677,The Big Picture (2018),"Chile, United States","Documentary, Short",,,,https://www.imdb.com/title/tt8521786/,2018.0,5
678,Burn Out (2013),France,"Documentary, Short",Le grand incendie,,,https://www.imdb.com/title/tt3798662/,2013.0,4
679,Paradise Then and Now (2016),Mexico,"Documentary, Short, History",,,,https://www.imdb.com/title/tt5911578/,2016.0,1
680,The Road Leads Home (2015),Australia,Documentary,,,,https://www.imdb.com/title/tt4958754/,2015.0,0
681,Saudi Arabia: The War on Drugs (2013),Saudi Arabia,Documentary,,,,https://www.imdb.com/title/tt9900812/,2013.0,4
682,The Man Who Knows Too Much (2002),Netherlands,Documentary,,,,https://www.imdb.com/title/tt4114684/,2002.0,4
683,Contempt of Conscience (2008),Italy,"Documentary, War",,,,https://www.imdb.com/title/tt1294663/,2008.0,4
684,The Rabbi's Daughter & the Midwife (2009),Israel,Documentary,,,,https://www.imdb.com/title/tt2526218/,2009.0,4
685,"Frantz Fanon, une vie, un combat, une oeuvre (2001)",Algeria,Documentary,,,,https://www.imdb.com/title/tt8100112/,2001.0,1
686,In the Name of Love! (2022),India,"Documentary, Crime, News",,,,https://www.imdb.com/title/tt8286934/,2022.0,4
687,"My Mother, the Nazi Midwife and Me (2012)","Canada, Germany","Documentary, Biography, History",,,,https://www.imdb.com/title/tt2954160/,2012.0,2
688,The cultural journey to Timbuktu (2015),Mali,"Documentary, History, Music",,,,https://www.imdb.com/title/tt8665640/,2015.0,4
689,The Fairies: Fairy Magic (2005),Australia,Family,,,,https://www.imdb.com/title/tt1916739/,2005.0,4
690,One Summer in New Paltz: A Cautionary Tale (2008),Canada,Documentary,,,,https://www.imdb.com/title/tt1329416/,2008.0,4
691,Bamako année 0 (2014),France,Documentary,,,,https://www.imdb.com/title/tt4235628/,2014.0,4
692,"The 2 of us, tomorrow (2016)",Italy,Documentary,,,,https://www.imdb.com/title/tt5089944/,2016.0,4
693,Priceless (2018),Canada,Documentary,,,,https://www.imdb.com/title/tt8912176/,2018.0,4
694,From Patrice to Lumumba (2019),France,Documentary,,,,https://www.imdb.com/title/tt14193382/,2019.0,4
695,Mystery Cache (2011),Germany,"Adventure, Mystery, Thriller",,,,https://www.imdb.com/title/tt2076279/,2011.0,4
696,The Big Picture: Featurette on Charles Chauvel (2014),Australia,"Documentary, Biography, History",,,,https://www.imdb.com/title/tt4225946/,2014.0,4
697,Nobody Knows Who I am (2018),Ukraine,Documentary,,,,https://www.imdb.com/title/tt7192184/,2018.0,4
698,The Black Book of Maidan (2014),Ukraine,Documentary,,,,https://www.imdb.com/title/tt17279614/,2014.0,2
699,Hide and Seek (2018),France,Thriller,Cache cache,,,https://www.imdb.com/title/tt7699008/,2018.0,0
700,The Road Home (2011),Taiwan,Drama,,,,https://www.imdb.com/title/tt2084976/,2011.0,0
701,Balthazar and I (2021),France,Comedy,,,,https://www.imdb.com/title/tt14732190/,2021.0,0
702,Sportsfreunde - We Can Start Another Round (2013),Germany,"Documentary, Sport",,,,https://www.imdb.com/title/tt2899548/,2013.0,4
703,Fearless Hero (2011),China,Action,,,,https://www.imdb.com/title/tt7335616/,2011.0,2
704,Raging Fire in the Prison (1958),China,"Drama, Thriller",Tie chuang lie huo,,,https://www.imdb.com/title/tt0340399/,1958.0,4
705,Jemima the Trophy Wife (2019),Nigeria,Drama,,,,https://www.imdb.com/title/tt17338880/,2019.0,4
706,Balala the Fairies: The Movie (2013),China,Fantasy,Balala xiao moxian Da dian ying,,,https://www.imdb.com/title/tt6967268/,2013.0,4
707,The Guilty Misfits (2017),India,Drama,,,,https://www.imdb.com/title/tt6728472/,2017.0,4
708,Lovaganza: La Grande Illusion (2022),Canada,Documentary,,,,https://www.imdb.com/title/tt21994356/,2022.0,1
709,Balthazar (1937),France,Comedy,,,,https://www.imdb.com/title/tt0175465/,1937.0,4
710,The Books Under the Sand (1997),France,Documentary,,,,https://www.imdb.com/title/tt0476155/,1997.0,4
711,In the Name of Love (1994),Israel,Drama,Beshem Ha&apos;Ahavah,,,https://www.imdb.com/title/tt0133411/,1994.0,3
712,The Hunted (2022),Portugal,"Action, Thriller, War",,,,https://www.imdb.com/title/tt16102916/,2022.0,0
713,La môme aux boutons (1958),France,Comedy,,,,https://www.imdb.com/title/tt0051969/,1958.0,4
714,Daehakdeulgae (1983),South Korea,"Comedy, Family",,,,https://www.imdb.com/title/tt0310964/,1983.0,4
715,Yeogo yalgae (1977),South Korea,"Drama, Family, Comedy",,,,https://www.imdb.com/title/tt0316912/,1977.0,4
716,Oxygen Station (2022),Ukraine,"Biography, Drama",,,,https://www.imdb.com/title/tt13364844/,2022.0,4
717,Breathless (2015),Nigeria,Crime,,,,https://www.imdb.com/title/tt4898344/,2015.0,3
718,Pierrot le fou,France,History,,,,https://www.imdb.com/title/tt2313490/,,4
719,Woven Wings of Our Children (2016),Philippines,Drama,Hinabing pakpak ng ating mga anak,,,https://www.imdb.com/title/tt6167396/,2016.0,4
720,Beer-tastic! 2 - Another round! (2021),Austria,Documentary,,,,https://www.imdb.com/title/tt10902054/,2021.0,4
721,The Importance of Being Ernest (2013),Australia,Comedy,,,,https://www.imdb.com/title/tt13853446/,2013.0,4
722,Exile,Canada,Thriller,,,,https://www.imdb.com/title/tt8336322/,,1
723,The Last Grandmaster,Japan,Documentary,,,,https://www.imdb.com/title/tt13458702/,,4
724,The Guilty Secret (2019),South Korea,Drama,,,,https://www.imdb.com/title/tt17055882/,2019.0,4
725,Little Black Book (2021),Nigeria,Drama,,,,https://www.imdb.com/title/tt15090958/,2021.0,2
726,"Et puis, Amélie est partie (2019)",Canada,Comedy,,,,https://www.imdb.com/title/tt9892824/,2019.0,4
727,Reguly gry (2004),Poland,"Documentary, Short",,,,https://www.imdb.com/title/tt1309644/,2004.0,0
728,In the Name of Love,Norway,"Comedy, Drama",,,,https://www.imdb.com/title/tt22015700/,,4
729,The Midwife (2020),Poland,Documentary,Polozna,,,https://www.imdb.com/title/tt16440566/,2020.0,4
730,Beauties in the Closet (2018),China,"Drama, Romance",,,,https://www.imdb.com/title/tt10631700/,2018.0,4
731,The Walk-In Closet (2018),Canada,Comedy,,,,https://www.imdb.com/title/tt8024520/,2018.0,4
732,Love Is for the Two of Us (1970),Philippines,"Drama, Romance",,,,https://www.imdb.com/title/tt0434162/,1970.0,3
733,L'amour et les forêts (2023),France,Drama,,,,https://www.imdb.com/title/tt23049206/,2023.0,0
734,"Pare, mahal mo raw ako (2016)",Philippines,"Comedy, Romance",,,,https://www.imdb.com/title/tt5789812/,2016.0,3
735,Amulyam (Priceless) (1978),India,Drama,,,,https://www.imdb.com/title/tt3766380/,1978.0,2
736,Do Not Fight Even If Things Come To A Head (2019),Japan,Drama,,,,https://www.imdb.com/title/tt9710512/,2019.0,4
737,For Our Children (2020),Poland,"Documentary, Short",,,,https://www.imdb.com/title/tt11225312/,2020.0,4
738,Home Affairs: A Christmas Tale (2020),South Africa,Drama,,,,https://www.imdb.com/title/tt14790814/,2020.0,1
739,MILANKA - The Woman Who Knows,France,Documentary,,,,https://www.imdb.com/title/tt22036942/,,1
740,Nayanthara: Beyond the Fairy Tale,India,Documentary,,,,https://www.imdb.com/title/tt22297698/,,2
